B. New additions on 22.12.2025 in the List of Manufacturers and Models of Solar PV Modules Enlisted under ALMM Order,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,"S.No.","Name of theManufacturer","Location of ManufacturingFacility","BISRegistrationNo.","EnlistedCapacity(MWs / Year)","S.No..1",Type of  Module,Applied Model,Enlisted Models,"ModuleEfficiency (%)",No. of Cells in Module,"SystemVoltage(in Volt)",Validity,Extra_Col_0
,,,,vi,"Bifacial N-TypeTOPConModules(Glass to Glass)","SGE615-156TGG(615 Wp)",SGE600-156TGG,21.47,156 (Half Cut Cells),1500,,,,,,,,,,,,,,,,,
,,,,,,,SGE605-156TGG,21.65,,,,,,,,,,,,,,,,,,,
,,,,,,,SGE610-156TGG,21.83,,,,,,,,,,,,,,,,,,,
,,,,,,,SGE615-156TGG,22.01,,,,,,,,,,,,,,,,,,,
,,,,,,,SGE620-156TGG,22.19,,,,,,,,,,,,,,,,,,,
,,,,,,,SGE625-156TGG,22.37,,,,,,,,,,,,,,,,,,,
,,,,,,,SGE630-156TGG,22.55,,,,,,,,,,,,,,,,,,,
2,"M/s MKU HoldingsPrivate Limited(Model Addition +Capacity Addition)","DTA-02, PLOT-16-17-20-21,AJMER ROAD, BAGRU,MAHINDRAWORLD CITYSEZ, SANGANER, JAIPUR,RAJASTHAN, 302039RAJASTHAN,India-302039",R-84005282,1247,i,"Bifacial N-TypeTOPCon Module(Glass to Glass)","ACM-HD144N-600(600 Wp)",ACM-HD144N-600,23.23,"144 (Half Cut, Cells size 182.2x 91.87 mm)",1500,27.03.2025,26.03.2029,,,,,,,,,,,,,,
ACM-HD144N-595,23.03,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,From,"To (subject to validBIS Registration;else deeemd to bedelisted)",,,,,,
,,,,,,,,,,,,,,i,"Bifacial N-TypeTOPCon Module(Glass To TransparentBacksheet)","MSE_560(560 Wp)",MSE_535,20.71,144 (Half Cut Cell),1500,,,,,,,
,,,,,,,,,,,,,,,,MSE_540,20.90,,,,,,,,,,
,,,,,,,,,,,,,,,,MSE_545,21.10,,,,,,,,,,
,,,,,,,,,,,,,,,,MSE_550,21.29,,,,,,,,,,
,,,,,,,,,,,,,,,,MSE_555,21.48,,,,,,,,,,
,,,,,,,,,,,,,,,,MSE_560,21.68,,,,,,,,,,
,,,,,,,,,,,,,,,,MSE_565,21.87,,,,,,,,,,
,,,,,,,,,,,,,,,,MSE_570,22.07,,,,,,,,,,
,,,,,,,,,,,,,,,,MSE_575,22.26,,,,,,,,,,
,,,,,,,,,,,,,,,,MSE_580,22.45,,,,,,,,,,
,,,,,,,,,,,,,,ii,"Bifacial N-TypeTOPCon Module(Glass To TransparentBacksheet)","MSE_515(515 Wp)",MSE_500,21.08,132 (Half Cut Cell),1500,,,,,,,
,,,,,,,,,,,,,,,,MSE_505,21.29,,,,,,,,,,
,,,,,,,,,,,,,,,,MSE_510,21.50,,,,,,,,,,
,,,,,,,,,,,,,,,,MSE_515,21.71,,,,,,,,,,
,,,,,,,,,,,,,,,,MSE_520,21.92,,,,,,,,,,
,,,,,,,,,,,,,,,,MSE_525,22.13,,,,,,,,,,
,,,,,,,,,,,,,,,,MSE_530,22.34,,,,,,,,,,
,,,,,,,,,,,,,,iii,"Bifacial N-TypeTOPCon Module(Glass To TransparentBacksheet)","MSE_480(480 Wp)",MSE_460,21.26,120 (Half Cut Cell),1500,,,,,,,
,,,,,,,,,,,,,,,,MSE_465,21.49,,,,,,,,,,
,,,,,,,,,,,,,,,,MSE_470,21.72,,,,,,,,,,
,,,,,,,,,,,,,,,,MSE_475,21.95,,,,,,,,,,
,,,,,,,,,,,,,,,,MSE_480,22.18,,,,,,,,,,
,,,,,,,,,,,,,,,,MSE_485,22.42,,,,,,,,,,
,,,,,,,,,,,,,,,,MSE_490,22.65,,,,,,,,,,
,,,,,,,,,,,,,,,,MSE_495,22.88,,,,,,,,,,
,,,,,,,,,,,,,,iv,"Bifacial N-TypeTOPCon Module(Glass To TransparentBacksheet)","MSE_405(405 Wp)",MSE_405,20.74,108 (Half Cut Cell),1500,,,,,,,
,,,,,,,,,,,,,,v,"Bifacial N-TypeTOPCon Module(Glass To TransparentBacksheet)","MSE_430(430 Wp)",MSE_410,21.0,108 (Half Cut Cell),1500,,,,,,,
,,,,,,,,,,,,,,,,MSE_415,21.25,,,,,,,,,,
,,,,,,,,,,,,,,,,MSE_420,21.51,,,,,,,,,,
,,,,,,,,,,,,,,,,MSE_425,21.76,,,,,,,,,,
,,,,,,,,,,,,,,,,MSE_430,22.02,,,,,,,,,,
,,,,,,,,,,,,,,,,MSE_435,22.28,,,,,,,,,,
,,,,,,,,,,,,,,,,MSE_440,22.53,,,,,,,,,,
,,,,,,,,,,,,,,,,MSE_445,22.79,,,,,,,,,,
,,,,,,,,,,,,,,,,MSE_450,23.04,,,,,,,,,,
,,,,,,,,,,,,,,vi,"Bifacial N-TypeTOPCon Module(Glass To TransparentBacksheet)","MSE_355(355 Wp)",MSE_355,20.35,96 (Half Cut Cell),1500,,,,,,,
,,,,,,,,,,,,,,vii,"Bifacial N-TypeTOPCon Module(Glass To TransparentBacksheet)","MSE_375(375 Wp)",MSE_360,20.64,96 (Half Cut Cell),1500,,,,,,,
,,,,,,,,,,,,,,MSE_365,20.93,,,,,,,,,,,,
,,,,,,,,,,,,,,MSE_370,21.21,,,,,,,,,,,,
,,,,,,,,,,,,,,MSE_375,21.50,,,,,,,,,,,,
,,,,,,,,,,,,,,MSE_380,21.79,,,,,,,,,,,,
,,,,,,,,,,,,,,MSE_385,22.07,,,,,,,,,,,,
,,,,,,,,,,,,,,MSE_390,22.36,,,,,,,,,,,,
,,,,,,,,,,,,,,MSE_320,20.87,,,,,,,,,,,,
,,,,,,,,,,,,,,MSE_325,21.20,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,From,"To (subject to validBIS Registration;else deeemd to bedelisted)",
,,,,,,,,,,,,,,,,,,,,"(Glass To TransparentBacksheet)",,MSE_330,21.52,,,,
,,,,,,,,,,,,,,,,,,,,,MSE_335,21.85,,,,,
,,,,,,,,,,,,,,,,,,,,,MSE_340,22.18,,,,,
,,,,,,,,,,,,,,,,,,,,,MSE_345,22.50,,,,,
,,,,,,,,,,,,,,,,,,,ix,"Bifacial N-TypeTOPCon Module(Glass To TransparentBacksheet)","MSE_280(280 Wp)",MSE_270,20.38,72 (Half Cut Cell),1500,,
,,,,,,,,,,,,,,,,,,,,,MSE_275,20.76,,,,,
,,,,,,,,,,,,,,,,,,,,,MSE_280,21.14,,,,,
,,,,,,,,,,,,,,,,,,,,,MSE_285,21.52,,,,,
,,,,,,,,,,,,,,,,,,,,,MSE_290,21.89,,,,,
,17.08.2028,,,,,,,,,,,,,4,"M/s. Waaree EnergiesLimited(Model Addition +Capacity Addition)","Survey No. 1934, 1939,1941, 1942, NH-48, Degam,C  h  i k  h   a  l i ,  N   a  v  s  a  r i ,Gujarat,India - 396530",R-72005533,16444.0,i,"Bifacial Hetero-junctionMonocrystaline Silicon(  H  J  T  )   M   o  d  u  l e(Glass to Glass)","BiH-11-715(715 Wp)",BiH-11-700,22.53,"132 (Half Cut Cells)(Cell Size: 210 mm * 105 mm)",1500,18.08.2024,
,,,,,,,,,,,,,,,,BiH-11-705,22.70,,,,,,,,,,
,,,,,,,,,,,,,,,,BiH-11-710,22.86,,,,,,,,,,
,,,,,,,,,,,,,,,,BiH-11-715,23.02,,,,,,,,,,
,,,,,,,,,,,,,,,,BiH-11-720,23.18,,,,,,,,,,
,,,,,,,,,,,,,,,,BiH-11-725,23.34,,,,,,,,,,
,,,,,,,,,,,,,,,,BiH-11-730,23.50,,,,,,,,,,
,,,,,,,,,,,,,,ii,"Bifacial N-TypeTOPCon Module(Glass to Glass)","BiN-03-695(695 Wp)",BiN-03-680,21.89,"132 (Half Cut Cells)(Cell Size: 210 mm * 105 mm)",1500,,,,,,,
,,,,,,,,,,,,,,,,BiN-03-685,22.05,,,,,,,,,,
,,,,,,,,,,,,,,,,BiN-03-690,22.21,,,,,,,,,,
,,,,,,,,,,,,,,,,BiN-03-695,22.37,,,,,,,,,,
,,,,,,,,,,,,,,,,BiN-03-700,22.53,,,,,,,,,,
,,,,,,,,,,,,,,,,BiN-03-705,22.70,,,,,,,,,,
,,,,,,,,,,,,,,,,BiN-03-710,22.86,,,,,,,,,,
,,,,,,,,,,,,,,iii,"Bifacial N-TypeTOPCon Module(Glass to Glass)","BiN-21-620(620 Wp)",BiN-21-600,22.21,"132 (Half Cut Cells)(Cell Size: 105 mm * 182.3mm)",1500,,,,,,,
,,,,,,,,,,,,,,,,BiN-21-605,22.40,,,,,,,,,,
,,,,,,,,,,,,,,,,BiN-21-610,22.58,,,,,,,,,,
,,,,,,,,,,,,,,,,BiN-21-615,22.77,,,,,,,,,,
,,,,,,,,,,,,,,,,BiN-21-620,22.95,,,,,,,,,,
,,,,,,,,,,,,,,,,BiN-21-625,23.14,,,,,,,,,,
,,,,,,,,,,,,,,,,BiN-21-630,23.32,,,,,,,,,,
,,,,,,,,,,,,,,,,BiN-21-635,23.51,,,,,,,,,,
,,,,,,,,,,,,,,iv,"Mono c-Si PERCModule(Glass to Backsheet)","WSM-130(130 Wp)",WSM-130,19.09,"36 (Half Cut Cells)(Cell Size:91.1 mm * 182.2 mm)",1000,,,,,,,
,,,,,,,,,,,,,,v,"Mono c-Si PERCModule(Glass to Backsheet)","WSM-120(120 Wp)",WSM-120,19.68,"32 (Half Cut Cells)(Cell Size:91.1 mm * 182.2 mm)",1000,,,,,,,
,,,,,,,,,,,,,,i,"Bifacial Mono c-SiPERC Module(Glass toTransparentBacksheet)(Glass to Glass)","EBP144HCGB525 (525Wp)(525 Wp)",EBP144HCGB550,21.29,144 (Half Cut Cells),1500,,,,,,,
,,,,,,,,,,,,,,EBP144HCGB545,21.10,,,,,,,,,,,,
,,,,,,,,,,,,,,EBP144HCGB540,20.90,,,,,,,,,,,,
,,,,,,,,,,,,,,EBP144HCGB535,20.71,,,,,,,,,,,,
,,,,,,,,,,,,,,EBP144HCGB530,20.52,,,,,,,,,,,,
,,,,,,,,,,,,,,EBP144HCGB525,20.32,,,,,,,,,,,,
,,,,,,,,,,,,,,EBP144HCGB520,20.13,,,,,,,,,,,,
,,,,,,,,,,,,,,EBP144HCGB515,19.94,,,,,,,,,,,,
,,,,,,,,,,,,,,EBP144HCGB510,19.74,,,,,,,,,,,,
,,,,,,,,,,,,,,EBP144HCGB505,19.55,,,,,,,,,,,,
,,,,,,,,,,,,,,EBP144HCGB500,19.36,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,From,"To (subject to validBIS Registration;else deeemd to bedelisted)",,,,,
,,,,,,,,,,,,,,ii,"Bifacial Mono c-SiPERC Module(Glass toTransparentBacksheet)","EBP144HCGB495 (495Wp)",EBP144HCGB495,19.16,144 (Half Cut Cells),1500.0,,,,,,,
,,,,,,,,,,,,,,iii,"Bifacial Mono c-SiPERC Module(Glass toTransparentBacksheet)","EBP132HCGB470 (470Wp)",EBP132HCGB490,20.65,132 (Half Cut Cells),1500.0,,,,,,,
,,,,,,,,,,,,,,,,EBP132HCGB485,20.44,,,,,,,,,,
,,,,,,,,,,,,,,,,EBP132HCGB480,20.33,,,,,,,,,,
,,,,,,,,,,,,,,,,EBP132HCGB475,20.02,,,,,,,,,,
,,,,,,,,,,,,,,,,EBP132HCGB470,19.81,,,,,,,,,,
,,,,,,,,,,,,,,,,EBP132HCGB465,19.60,,,,,,,,,,
,,,,,,,,,,,,,,,,EBP132HCGB460,19.39,,,,,,,,,,
,,,,,,,,,,,,,,iv,"Bifacial Mono c-SiPERC Module(Glass toTransparentBacksheet)","EBP120HCGB425 (425Wp)",EBP120HCGB440,20.34,120 (Half Cut Cells),1500.0,,,,,,,
,,,,,,,,,,,,,,,,EBP120HCGB435,20.10,,,,,,,,,,
,,,,,,,,,,,,,,,,EBP120HCGB430,19.87,,,,,,,,,,
,,,,,,,,,,,,,,,,EBP120HCGB425,19.64,,,,,,,,,,
,,,,,,,,,,,,,,,,EBP120HCGB420,19.41,,,,,,,,,,
,,,,,,,,,,,,,,,,EBP120HCGB415,19.18,,,,,,,,,,
,,,,,,,,,,,,,,v,"Bifacial Mono c-SiPERC Module(Glass toTransparentBacksheet)","EBP108HCGB385 (385Wp)",EBP108HCGB400,20.48,108 (Half Cut Cells),1500.0,,,,,,,
,,,,,,,,,,,,,,,,EBP108HCGB390,19.97,,,,,,,,,,
,,,,,,,,,,,,,,,,EBP108HCGB385,19.72,,,,,,,,,,
,,,,,,,,,,,,,,,,EBP108HCGB380,19.46,,,,,,,,,,
,,,,,,,,,,,,,,,,EBP108HCGB375,19.20,,,,,,,,,,
,,,,,,,,,,,,,,vi,"Bifacial Mono c-SiPERC Module(Glass toTransparentBacksheet)","EBP96HCGB345 (345Wp)",EBP96HCGB360,20.64,96 (Half Cut Cells),1500.0,,,,,,,
,,,,,,,,,,,,,,,,EBP96HCGB355,20.35,,,,,,,,,,
,,,,,,,,,,,,,,,,EBP96HCGB350,20.07,,,,,,,,,,
,,,,,,,,,,,,,,,,EBP96HCGB345,19.78,,,,,,,,,,
,,,,,,,,,,,,,,,,EBP96HCGB340,19.49,,,,,,,,,,
,,,,,,,,,,,,,,,,EBP96HCGB335,19.21,,,,,,,,,,
,,,,,,,,,,,,,,vii,"Bifacial N-TypeTOPCon Module(Glass to Glass)","ETC156HCGG630 (630Wp)",ETC156HCGG650,23.24,156 (Half Cut Cells),1500.0,,,,,,,
,,,,,,,,,,,,,,,,ETC156HCGG645,23.07,,,,,,,,,,
,,,,,,,,,,,,,,,,ETC156HCGG640,22.89,,,,,,,,,,
,,,,,,,,,,,,,,,,ETC156HCGG635,22.71,,,,,,,,,,
,,,,,,,,,,,,,,,,ETC156HCGG630,22.53,,,,,,,,,,
,,,,,,,,,,,,,,,,ETC156HCGG625,22.35,,,,,,,,,,
,,,,,,,,,,,,,,,,ETC156HCGG620,22.17,,,,,,,,,,
,,,,,,,,,,,,,,,,ETC156HCGG615,21.99,,,,,,,,,,
,,,,,,,,,,,,,,,,ETC156HCGG610,21.81,,,,,,,,,,
,,,,,,,,,,,,,,,,ETC156HCGG605,21.63,,,,,,,,,,
,,,,,,,,,,,,,,viiii,"Bifacial N-TypeTOPCon Module(Glass to Glass)","ETC144HCGG575 (575Wp)",ETC144HCGG600,23.23,144 (Half Cut Cells),1500.0,,,,,,,
,,,,,,,,,,,,,,ETC144HCGG595,23.03,,,,,,,,,,,,
,,,,,,,,,,,,,,ETC144HCGG590,22.84,,,,,,,,,,,,
,,,,,,,,,,,,,,ETC144HCGG585,22.65,,,,,,,,,,,,
,,,,,,,,,,,,,,ETC144HCGG580,22.45,,,,,,,,,,,,
,,,,,,,,,,,,,,ETC144HCGG575,22.26,,,,,,,,,,,,
,,,,,,,,,,,,,,ETC144HCGG570,22.07,,,,,,,,,,,,
,,,,,,,,,,,,,,ETC144HCGG565,21.87,,,,,,,,,,,,
,,,,,,,,,,,,,,ETC144HCGG560,21.68,,,,,,,,,,,,
,,,,,,,,,,,,,,ETC144HCGG555,21.48,,,,,,,,,,,,
,,,,,,,,,,,,,,ETC144HCGG550,21.29,,,,,,,,,,,,
,,,,,,,,,,,,,,ETC144HCGG545,21.10,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,From,"To (subject to validBIS Registration;else deeemd to bedelisted)",,,,,
,,,,,,,,,,,,,,,"TOPCon Module(Glass to Glass)",Wp),ETC144HCGG540,20.9,,,,,,,,,
,,,,,,,,,,,,,,x,"Bifacial N-TypeTOPCon Module(Glass to Glass)","ETC132HCGG510 (510Wp)",ETC132HCGG535,22.55,132 (Half Cut Cells),1500.0,,,,,,,
,,,,,,,,,,,,,,,,ETC132HCGG530,22.34,,,,,,,,,,
,,,,,,,,,,,,,,,,ETC132HCGG525,22.13,,,,,,,,,,
,,,,,,,,,,,,,,,,ETC132HCGG520,21.92,,,,,,,,,,
,,,,,,,,,,,,,,,,ETC132HCGG515,21.71,,,,,,,,,,
,,,,,,,,,,,,,,,,ETC132HCGG510,21.50,,,,,,,,,,
,,,,,,,,,,,,,,,,ETC132HCGG505,21.29,,,,,,,,,,
,,,,,,,,,,,,,,,,ETC132HCGG500,21.08,,,,,,,,,,
,,,,,,,,,,,,,,,,ETC132HCGG495,20.87,,,,,,,,,,
,,,,,,,,,,,,,,,,ETC132HCGG490,20.65,,,,,,,,,,
,,,,,,,,,,,,,,xi,"Bifacial N-TypeTOPCon Module(Glass to Glass)","ETC120HCGG465 (465Wp)",ETC120HCGG485,22.42,120 (Half Cut Cells),1500.0,,,,,,,
,,,,,,,,,,,,,,,,ETC120HCGG480,22.18,,,,,,,,,,
,,,,,,,,,,,,,,,,ETC120HCGG475,21.95,,,,,,,,,,
,,,,,,,,,,,,,,,,ETC120HCGG470,21.72,,,,,,,,,,
,,,,,,,,,,,,,,,,ETC120HCGG465,21.49,,,,,,,,,,
,,,,,,,,,,,,,,,,ETC120HCGG460,21.26,,,,,,,,,,
,,,,,,,,,,,,,,,,ETC120HCGG450,20.80,,,,,,,,,,
,,,,,,,,,,,,,,,,ETC120HCGG445,20.57,,,,,,,,,,
,,,,,,,,,,,,,,xii,"Bifacial N-TypeTOPCon Module(Glass to Glass)","ETC120HCGG440 (440Wp)",ETC120HCGG440,20.34,120 (Half Cut Cells),1500.0,,,,,,,
,,,,,,,,,,,,,,xiii,"Bifacial N-TypeTOPCon Module(Glass to TransparentBacksheet)","ETC156HCGB630 (630Wp)",ETC156HCGB650,23.24,156 (Half Cut Cells),1500.0,,,,,,,
,,,,,,,,,,,,,,,,ETC156HCGB645,23.07,,,,,,,,,,
,,,,,,,,,,,,,,,,ETC156HCGB640,22.89,,,,,,,,,,
,,,,,,,,,,,,,,,,ETC156HCGB635,22.71,,,,,,,,,,
,,,,,,,,,,,,,,,,ETC156HCGB630,22.53,,,,,,,,,,
,,,,,,,,,,,,,,,,ETC156HCGB625,22.35,,,,,,,,,,
,,,,,,,,,,,,,,,,ETC156HCGB620,22.17,,,,,,,,,,
,,,,,,,,,,,,,,,,ETC156HCGB615,21.99,,,,,,,,,,
,,,,,,,,,,,,,,,,ETC156HCGB610,21.81,,,,,,,,,,
,,,,,,,,,,,,,,,,ETC156HCGB605,21.63,,,,,,,,,,
,,,,,,,,,,,,,,xiv,"Bifacial N-TypeTOPCon Module(Glass to TransparentBacksheet)","ETC144HCGB575 (575Wp)",ETC144HCGB600,23.23,144 (Half Cut Cells),1500.0,,,,,,,
,,,,,,,,,,,,,,,,ETC144HCGB595,23.03,,,,,,,,,,
,,,,,,,,,,,,,,,,ETC144HCGB590,22.84,,,,,,,,,,
,,,,,,,,,,,,,,,,ETC144HCGB585,22.65,,,,,,,,,,
,,,,,,,,,,,,,,,,ETC144HCGB580,22.45,,,,,,,,,,
,,,,,,,,,,,,,,,,ETC144HCGB575,22.26,,,,,,,,,,
,,,,,,,,,,,,,,,,ETC144HCGB570,22.07,,,,,,,,,,
,,,,,,,,,,,,,,,,ETC144HCGB565,21.87,,,,,,,,,,
,,,,,,,,,,,,,,,,ETC144HCGB560,21.68,,,,,,,,,,
,,,,,,,,,,,,,,,,ETC144HCGB555,21.48,,,,,,,,,,
,,,,,,,,,,,,,,,,ETC144HCGB550,21.29,,,,,,,,,,
,,,,,,,,,,,,,,xv,"Bifacial N-TypeTOPCon Module(Glass to TransparentBacksheet)","ETC144HCGB540 (540Wp)",ETC144HCGB545,21.1,144 (Half Cut Cells),1500.0,,,,,,,
,,,,,,,,,,,,,,ETC144HCGB540,20.90,,,,,,,,,,,,
,,,,,,,,,,,,,,ETC132HCGB535,22.55,,,,,,,,,,,,
,,,,,,,,,,,,,,ETC132HCGB530,22.34,,,,,,,,,,,,
,,,,,,,,,,,,,,ETC132HCGB525,22.13,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,From,"To (subject to validBIS Registration;else deeemd to bedelisted)",
,,,,,,,,,,,,,,,,,,,,Backsheet),,ETC132HCGB520,21.92,,,,
,,,,,,,,,,,,,,,,,,,,,ETC132HCGB515,21.71,,,,,
,,,,,,,,,,,,,,,,,,,,,ETC132HCGB510,21.50,,,,,
,,,,,,,,,,,,,,,,,,,,,ETC132HCGB505,21.29,,,,,
,,,,,,,,,,,,,,,,,,,,,ETC132HCGB500,21.08,,,,,
,,,,,,,,,,,,,,,,,,,,,ETC132HCGB495,20.87,,,,,
,,,,,,,,,,,,,,,,,,,,,ETC132HCGB490,20.65,,,,,
,,,,,,,,,,,,,,,,,,,xvii,"Bifacial N-TypeTOPCon Module(Glass to TransparentBacksheet)","ETC120HCGB465 (465Wp)",ETC120HCGB485,22.42,120 (Half Cut Cells),1500,,
,,,,,,,,,,,,,,,,,,,,,ETC120HCGB480,22.18,,,,,
,,,,,,,,,,,,,,,,,,,,,ETC120HCGB475,21.95,,,,,
,,,,,,,,,,,,,,,,,,,,,ETC120HCGB470,21.72,,,,,
,,,,,,,,,,,,,,,,,,,,,ETC120HCGB465,21.49,,,,,
,,,,,,,,,,,,,,,,,,,,,ETC120HCGB460,21.26,,,,,
,,,,,,,,,,,,,,,,,,,,,ETC120HCGB450,20.80,,,,,
,,,,,,,,,,,,,,,,,,,,,ETC120HCGB445,20.57,,,,,
,,,,,,,,,,,,,,,,,,,xviii,"Bifacial N-TypeTOPCon Module(Glass to TransparentBacksheet)","ETC120HCGB440 (440Wp)",ETC120HCGB440,20.34,120 (Half Cut Cells),1500,,
,21.12.2029,,,,,,,,,,,,,6,"M/s. Rayzon SolarLimited(New Addition in ALMM)","Block No.172/1, Sub PlotNo. 02, B/S Eminent PaperIndustries, Sava Mangrol,Surat - 394120, Gujarat,India.",R-72014702,5659.0,i,"Bifacial N-TypeTOPConModules(Glass to Glass)","RS600144TGC-600(600 Wp)",RS620144TGC,24.02,144 (Half Cut Cells),1500,22.12.2025,
,,,,,,,,,,,,,,,,RS615144TGC,23.83,,,,,,,,,,
,,,,,,,,,,,,,,,,RS610144TGC,23.63,,,,,,,,,,
,,,,,,,,,,,,,,,,RS605144TGC,23.44,,,,,,,,,,
,,,,,,,,,,,,,,,,RS600144TGC,23.25,,,,,,,,,,
,,,,,,,,,,,,,,,,RS595144TGC,23.05,,,,,,,,,,
,,,,,,,,,,,,,,,,RS590144TGC,22.86,,,,,,,,,,
,,,,,,,,,,,,,,,,RS585144TGC,22.67,,,,,,,,,,
,,,,,,,,,,,,,,,,RS580144TGC,22.47,,,,,,,,,,
,,,,,,,,,,,,,,,,RS575144TGC,22.28,,,,,,,,,,
,,,,,,,,,,,,,,i,"Bifacial N-TypeTOPCon Module(Glass to Glass)","FE156_620TG(620 Wp)",FE156_605TG,21.63,156 (Half Cut Cells),1500,,,,,,,
,,,,,,,,,,,,,,,,FE156_610TG,21.81,,,,,,,,,,
,,,,,,,,,,,,,,,,FE156_615TG,21.99,,,,,,,,,,
